USER_ID,CONTA_ESTRATEGICA,STATUS
0001180828,1,C
0001180635,1,C
0002795335,1,C
0002504676,1,C
0002506784,1,C
0002509112,1,C
0002509373,1,C
0002522821,1,C
0001155780,1,C
0001156194,1,C
0002784006,1,C
0002784527,1,C
0002786125,1,C
0002789591,1,C
0002793476,1,C
0002793496,1,C
0002793600,1,C
0002795037,1,C
0002795808,1,C
0002796007,1,C
0002797250,1,C
0001118681,1,C
0001134827,1,C
0001119414,1,C
0001119703,1,C
0001119969,1,C
0001120367,1,C
0001121411,1,C
0001121699,1,C
0001122263,1,C
0001123110,1,C
0001123315,1,C
0001124836,1,C
0001126506,1,C
0001127400,1,C
0001127669,1,C
0001144027,1,C
0001127717,1,C
0001128687,1,C
0001130488,1,C
0001130254,1,C
0001130799,1,C
0001148625,1,C
0001133167,1,C
0001134052,1,C
0001133907,1,C
0001134248,1,C
0001134442,1,C
0001135086,1,C
0001135385,1,C
0001135294,1,C
0001135361,1,C
0001136782,1,C
0001136755,1,C
0001136284,1,C
0001136960,1,C
0001138525,1,C
0001138660,1,C
0001139186,1,C
0001140413,1,C
0001141505,1,C
0001142891,1,C
0001158552,1,C
0001142892,1,C
0001143131,1,C
0001159105,1,C
0001142286,1,C
0001143072,1,C
0001157345,1,C
0001144365,1,C
0001144997,1,C
0001144045,1,C
0001145230,1,C
0001148254,1,C
0001148923,1,C
0001147833,1,C
0001165603,1,C
0001149585,1,C
0001151415,1,C
0001150701,1,C
0001151920,1,C
0001151979,1,C
0001151282,1,C
0001154000,1,C
0001153764,1,C
0001154430,1,C
0001154554,1,C
0001155635,1,C
0001156260,1,C
0001156196,1,C
0001157267,1,C
0001158037,1,C
0001158310,1,C
0001159407,1,C
0001159178,1,C
0001158975,1,C
0001160659,1,C
0001161886,1,C
0001162743,1,C
0001163112,1,C
0001163605,1,C
0001163555,1,C
0001163813,1,C
0001164319,1,C
0001165672,1,C
0001165733,1,C
0001166166,1,C
0001167139,1,C
0001166825,1,C
0001167726,1,C
0001168154,1,C
0001167955,1,C
0001168050,1,C
0001169811,1,C
0001180347,1,C
0001181690,1,C
0001169490,1,C
0001169486,1,C
0001169839,1,C
0001178427,1,C
0001178435,1,C
0001179183,1,C
0001179668,1,C
0001181206,1,C
0001155782,1,C
0001155785,1,C
0002501171,1,C
0002507051,1,C
0002507094,1,C
0002507103,1,C
0002507106,1,C
0002507171,1,C
0002507179,1,C
0002507250,1,C
0002507342,1,C
0002507397,1,C
0002507438,1,C
0002507506,1,C
0002507660,1,C
0002507670,1,C
0002507672,1,C
0002507715,1,C
0002507753,1,C
0002507758,1,C
0002507782,1,C
0002507860,1,C
0002507946,1,C
0002507964,1,C
0002507986,1,C
0002508091,1,C
0002508113,1,C
0002508189,1,C
0002500343,1,C
0002509078,1,C
0001156221,1,C
0001156226,1,C
0002788325,1,C
0001155790,1,C
0001156233,1,C
0002785307,1,C
0002789604,1,C
0002790823,1,C
0002505862,1,C
0002789732,1,C
0002789457,1,C
0002789273,1,C
0001167174,1,C
0002782253,1,C
0002789886,1,C
0002509843,1,C
0002784644,1,C
0002782786,1,C
0002782441,1,C
0002786179,1,C
-1,1,A
0,1,A
0001000001,1,C
0001000002,1,C
0002782572,1,C
0002785404,1,C
0002785734,1,C
0001122005,1,C
0002785727,1,C
0002792314,1,C
0002793436,1,C
0002793296,1,C
0002793487,1,C
0001155810,1,C
0001155824,1,C
0001155829,1,C
0001155840,1,C
0001155873,1,C
0001155876,1,C
0001155877,1,C
0001155891,1,C
0001155902,1,C
0001155903,1,C
0001155907,1,C
0001155912,1,C
0001155916,1,C
0001155918,1,C
0001155953,1,C
0001155956,1,C
0001155957,1,C
0001155965,1,C
0001155970,1,C
0001155980,1,C
0001155987,1,C
0001155991,1,C
0001155992,1,C
0001156038,1,C
0002795708,1,C
0002796933,1,C
0002800249,1,C
0001156252,1,C
0001156263,1,C
0001156268,1,C
0001156269,1,C
0001156279,1,C
0002799212,1,C
0001156292,1,C
0001156293,1,C
0001156303,1,C
0001156311,1,C
0001156329,1,C
0001156378,1,C
0001156382,1,C
0001156390,1,C
0001156419,1,C
0001156431,1,C
0001156448,1,C
0001156453,1,C
0001156467,1,C
0001156474,1,C
0001156498,1,C
0001156501,1,C
0001156509,1,C
0001156522,1,C
0001156542,1,C
0001156550,1,C
0001156559,1,C
0001156561,1,C
0001156562,1,C
0001155597,1,C
0001155604,1,C
0001155608,1,C
0001155617,1,C
0001155623,1,C
0001155644,1,C
0001155661,1,C
0001155674,1,C
0001155715,1,C
0001155720,1,C
0001155722,1,C
0001155748,1,C
0001155564,1,C
0001155570,1,C
0001155581,1,C
0001156348,1,C
0001156365,1,C
0001156366,1,C
0001156379,1,C
0001156386,1,C
0001156404,1,C
0001156408,1,C
0001156449,1,C
0001156452,1,C
0001156478,1,C
0001156486,1,C
0001156517,1,C
0001156525,1,C
0001156526,1,C
0001156529,1,C
0001156532,1,C
0001156548,1,C
0001151005,1,C
0001151011,1,C
0001156594,1,C
0001156598,1,C
0001156601,1,C
0001156606,1,C
0001156608,1,C
0001156611,1,C
0001156616,1,C
0001156618,1,C
0001156620,1,C
0001156648,1,C
0001156656,1,C
0001156682,1,C
0001156686,1,C
0001156692,1,C
0001156693,1,C
0001156694,1,C
0001156704,1,C
0001156706,1,C
0001156726,1,C
0001156732,1,C
0001156572,1,C
0001156574,1,C
0001156578,1,C
0001156592,1,C
0001156059,1,C
0001156064,1,C
0001156072,1,C
0001156090,1,C
0001156106,1,C
0001156121,1,C
0001156132,1,C
0001156133,1,C
0001156134,1,C
0001156142,1,C
0001156145,1,C
0001156179,1,C
0001156187,1,C
0001156188,1,C
0001156208,1,C
0001156214,1,C
0001156218,1,C
0001156220,1,C
0001156230,1,C
0001156236,1,C
0001156245,1,C
0001156255,1,C
0001156264,1,C
0001156809,1,C
0001156812,1,C
0002799586,1,C
0002799528,1,C
0001118478,1,C
0002787783,1,C
0001118688,1,C
0001119214,1,C
0001119631,1,C
0001120256,1,C
0001156295,1,C
0001120199,1,C
0001122808,1,C
0001122043,1,C
0001123120,1,C
0001121554,1,C
0001123971,1,C
0001125585,1,C
0001124203,1,C
0001127411,1,C
0001124782,1,C
0001127971,1,C
0001126132,1,C
0001128958,1,C
0001128146,1,C
0001128470,1,C
0001128996,1,C
0001128344,1,C
0001126652,1,C
0001130407,1,C
0001129422,1,C
0001127576,1,C
0001129553,1,C
0001128864,1,C
0001131413,1,C
0001131403,1,C
0001130659,1,C
0001129395,1,C
0001130092,1,C
0001132318,1,C
0001130769,1,C
0001133780,1,C
0001133572,1,C
0001128629,1,C
0001134594,1,C
0001134368,1,C
0001134633,1,C
0001132737,1,C
0001135300,1,C
0001133878,1,C
0001134847,1,C
0001135833,1,C
0001133866,1,C
0001136524,1,C
0001138206,1,C
0001133006,1,C
0001140118,1,C
0001138612,1,C
0001140363,1,C
0001138892,1,C
0001140900,1,C
0001140113,1,C
0001142237,1,C
0001142679,1,C
0001143178,1,C
0001143422,1,C
0001143003,1,C
0001141376,1,C
0001141378,1,C
0001141694,1,C
0001144661,1,C
0001147885,1,C
0001149211,1,C
0001150201,1,C
0001150143,1,C
0001145477,1,C
0001150192,1,C
0001140991,1,C
0001150866,1,C
0001142749,1,C
0001152071,1,C
0001148405,1,C
0001153400,1,C
0001160300,1,C
0001161325,1,C
0001161335,1,C
0001160876,1,C
0001156960,1,C
0001161436,1,C
0001163260,1,C
0001163098,1,C
0001158816,1,C
0001164546,1,C
0001159351,1,C
0001159354,1,C
0001166076,1,C
0001166138,1,C
0001167146,1,C
0001167167,1,C
0001167196,1,C
0001167200,1,C
0001161978,1,C
0001162003,1,C
0001162566,1,C
0001168500,1,C
0001168505,1,C
0001167374,1,C
0001164008,1,C
0001168002,1,C
0001169629,1,C
0001165253,1,C
0001165752,1,C
0001165767,1,C
0001179174,1,C
0001179177,1,C
0001179792,1,C
0001179793,1,C
0001179262,1,C
0001178300,1,C
0001178365,1,C
0001179369,1,C
0001179372,1,C
0001178970,1,C
0001180993,1,C
0001181513,1,C
0001181058,1,C
0001181080,1,C
0001170795,1,C
0001181275,1,C
0002418621,2,C
0002507091,1,C
0002507329,1,C
0002509119,1,C
0002509428,1,C
0002506402,1,C
0001118956,1,C
0001119495,1,C
0001119524,1,C
0001120647,1,C
0001122718,1,C
0001123934,1,C
0001124492,1,C
0001119601,1,C
0001118911,1,C
0001119582,1,C
0001121253,1,C
0001127978,1,C
0001128416,1,C
0001127918,1,C
0001124710,1,C
0001125435,1,C
0001131329,1,C
0001124399,1,C
0001124409,1,C
0001126302,1,C
0001126505,1,C
0001132880,1,C
0001128966,1,C
0001134168,1,C
0001135368,1,C
0001130556,1,C
0001136555,1,C
0001130316,1,C
0001133901,1,C
0001138343,1,C
0001131747,1,C
0001131767,1,C
0001138705,1,C
0001134386,1,C
0001140210,1,C
0001132263,1,C
0001140771,1,C
0001136497,1,C
0001134071,1,C
0001137804,1,C
0001135791,1,C
0001141237,1,C
0001134401,1,C
0001142444,1,C
0001134941,1,C
0001141777,1,C
0001138671,1,C
0001144275,1,C
0001140494,1,C
0001144761,1,C
0001141762,1,C
0001141729,1,C
0001146811,1,C
0001148445,1,C
0001140538,1,C
0001141069,1,C
0001141071,1,C
0001141776,1,C
0001144740,1,C
0001151605,1,C
0001144351,1,C
0001151530,1,C
0001145779,1,C
0001150947,1,C
0001152992,1,C
0001145606,1,C
0001153465,1,C
0001152210,1,C
0001154253,1,C
0001152758,1,C
0001147078,1,C
0001154982,1,C
0001150115,1,C
0001154587,1,C
0001155771,1,C
0001149260,1,C
0001155669,1,C
0001151892,1,C
0001156276,1,C
0001158147,1,C
0001157660,1,C
0001159108,1,C
0001154395,1,C
0001158615,1,C
0001159712,1,C
0001152439,1,C
0001152471,1,C
0001160408,1,C
0001155029,1,C
0001159213,1,C
0001161243,1,C
0001153553,1,C
0001153897,1,C
0001160137,1,C
0001164764,1,C
0001160268,1,C
0001165995,1,C
0001166144,1,C
0001166617,1,C
0001161183,1,C
0001158960,1,C
0001163001,1,C
0001159537,1,C
0001160286,1,C
0001163909,1,C
0001168470,1,C
0001170258,1,C
0001162096,1,C
0001162145,1,C
0001159631,1,C
0001170439,1,C
0001164017,1,C
0001164032,1,C
0001179197,1,C
0001179967,1,C
0001168614,1,C
0001180172,1,C
0001168585,1,C
0001168715,1,C
0001180779,1,C
0001169320,1,C
0001181323,1,C
0001165953,1,C
0001170728,1,C
0001170876,1,C
0001179434,1,C
0001169099,1,C
0001169119,1,C
0001179753,1,C
0001180171,1,C
0002506056,1,C
0002507131,1,C
0002507202,1,C
0002507263,1,C
0002507300,1,C
0002507309,1,C
0002507384,1,C
0002507396,1,C
0002507432,1,C
0002508171,1,C
0002508212,1,C
0002508245,1,C
0002508256,1,C
0002508276,1,C
0002508306,1,C
0002508325,1,C
0002508349,1,C
0002508438,1,C
0002508496,1,C
0002508508,1,C
0002508518,1,C
0002508537,1,C
0002508598,1,C
0002508603,1,C
0002508617,1,C
0002508618,1,C
0002508626,1,C
0002508644,1,C
0002508662,1,C
0002508720,1,C
0002508774,1,C
0002507231,1,C
0002509181,1,C
0002509582,1,C
0002509707,1,C
0002509980,1,C
0002509722,1,C
0002509723,1,C
0002509776,1,C
0002509779,1,C
0002509788,1,C
0002509828,1,C
0002509829,1,C
0002509902,1,C
0002509920,1,C
0002502650,1,C
0002508750,1,C
0002505527,1,C
0002506688,1,C
0002506798,1,C
0002506812,1,C
0002506955,1,C
0002506992,1,C
0002508225,1,C
0002508337,1,C
0002508548,1,C
0002508633,1,C
0002508642,1,C
0002508663,1,C
0002508669,1,C
0002508689,1,C
0002508695,1,C
0002508697,1,C
0002508700,1,C
0002508717,1,C
0002508744,1,C
0002506235,1,C
0002506255,1,C
0002506267,1,C
0002506335,1,C
0002506490,1,C
0002506609,1,C
0002506723,1,C
0002506733,1,C
0002506777,1,C
0002506785,1,C
0002506844,1,C
0002506866,1,C
0002506937,1,C
0002505686,1,C
0002505878,1,C
0002505885,1,C
0002505919,1,C
0002506093,1,C
0002506970,1,C
0002507021,1,C
0002507025,1,C
0002507054,1,C
0002507066,1,C
0002507078,1,C
0002507135,1,C
0002507156,1,C
0002507235,1,C
0002507249,1,C
0002507277,1,C
0002507343,1,C
0002507367,1,C
0002507435,1,C
0002507504,1,C
0002507614,1,C
0002506745,1,C
0002506746,1,C
0002506776,1,C
0002506802,1,C
0002506831,1,C
0002506850,1,C
0002507024,1,C
0002507032,1,C
0002507093,1,C
0002507149,1,C
0002507167,1,C
0002507206,1,C
0002507215,1,C
0002507891,1,C
0002507932,1,C
0002507935,1,C
0002507961,1,C
0002507968,1,C
0002508074,1,C
0002507439,1,C
0002507476,1,C
0002507533,1,C
0002507564,1,C
0002507572,1,C
0002507592,1,C
0002507604,1,C
0002507633,1,C
0002507645,1,C
0002507658,1,C
0002507695,1,C
0002507714,1,C
0002507719,1,C
0002507748,1,C
0002507772,1,C
0002505123,1,C
0002505202,1,C
0002505208,1,C
0002505625,1,C
0002505738,1,C
0002503704,1,C
0002504127,1,C
0002504444,1,C
0002505868,1,C
0002505938,1,C
0002505995,1,C
0002509149,1,C
0002508550,1,C
0002505837,1,C
0002506003,1,C
0002506032,1,C
0002506101,1,C
0002506159,1,C
0002504047,1,C
0002504099,1,C
0002504630,1,C
0002504657,1,C
0002504935,1,C
0002505065,1,C
0002505148,1,C
0002505180,1,C
0002505203,1,C
0002505498,1,C
0002508901,1,C
0002502324,1,C
0002505816,1,C
0002505840,1,C
0002505893,1,C
0002506028,1,C
0002506060,1,C
0002506217,1,C
0002506277,1,C
0002506501,1,C
0002506519,1,C
0002506546,1,C
0002502482,1,C
0002508850,1,C
0002508889,1,C
0002784023,1,C
0002792430,1,C
0002792785,1,C
0002799527,1,C
0002789127,1,C
0002790407,1,C
0002790399,1,C
0002798977,1,C
0002792564,1,C
0002798887,1,C
0002794923,1,C
0002798906,1,C
0002802066,1,C
0001119604,1,C
0001119299,1,C
0001120332,1,C
0001123061,1,C
0001124610,1,C
0001126890,1,C
0001128915,1,C
0001132416,1,C
0001132246,1,C
0001132745,1,C
0001133768,1,C
0001133909,1,C
0001134733,1,C
0001135460,1,C
0001136719,1,C
0001137248,1,C
0001138335,1,C
0001137274,1,C
0001142590,1,C
0001142409,1,C
0001143557,1,C
0001146508,1,C
0001146226,1,C
0001147602,1,C
0001151312,1,C
0001152183,1,C
0001152215,1,C
0001152338,1,C
0001153694,1,C
0001157590,1,C
0001158593,1,C
0001159745,1,C
0001160249,1,C
0001160700,1,C
0001162680,1,C
0001163335,1,C
0001164771,1,C
0001165535,1,C
0001165680,1,C
0001167677,1,C
0001167570,1,C
0001169256,1,C
0001168771,1,C
0001169776,1,C
0001169358,1,C
0001170248,1,C
0001178749,1,C
0001179416,1,C
0001178432,1,C
0001179382,1,C
0001179086,1,C
0001179772,1,C
0001181828,1,C
0001118874,1,C
0001119776,1,C
0001122575,1,C
0001124300,1,C
0001126180,1,C
0001122558,1,C
0001126930,1,C
0001125457,1,C
0001128305,1,C
0001129562,1,C
0001132098,1,C
0001128462,1,C
0001130964,1,C
0001130631,1,C
0001131402,1,C
0001133733,1,C
0001131958,1,C
0001132477,1,C
0001133127,1,C
0001133640,1,C
0001133072,1,C
0001134696,1,C
0001137975,1,C
0001135491,1,C
0001141092,1,C
0001138598,1,C
0001141279,1,C
0001141504,1,C
0001146442,1,C
0001144016,1,C
0001144967,1,C
0001145229,1,C
0001146288,1,C
0001152097,1,C
0001150406,1,C
0001155010,1,C
0001152459,1,C
0001152731,1,C
0001153974,1,C
0001154733,1,C
0001156005,1,C
0001157325,1,C
0001158819,1,C
0001159427,1,C
0001163002,1,C
0001164736,1,C
0001165400,1,C
0001165855,1,C
0001166664,1,C
0001178297,1,C
0001170674,1,C
0001180159,1,C
0001168292,1,C
0002508343,1,C
A007,1,C
0001119417,1,C
0001119801,1,C
0001122623,1,C
0001124112,1,C
0001125012,1,C
0001126325,1,C
0001126929,1,C
0001128481,1,C
0001127963,1,C
0001128595,1,C
0001129123,1,C
0001125053,1,C
0001132754,1,C
0001134027,1,C
0001134677,1,C
0001136366,1,C
0001136628,1,C
0001137156,1,C
0001139672,1,C
0001140737,1,C
0001141100,1,C
0001142277,1,C
0001142539,1,C
0001142932,1,C
0001143173,1,C
0001143541,1,C
0001143725,1,C
0001143849,1,C
0001147606,1,C
0001148535,1,C
0001150254,1,C
0001150353,1,C
0001154120,1,C
0001154765,1,C
0001156546,1,C
0001156211,1,C
0001158658,1,C
0001158350,1,C
0001159619,1,C
0001161736,1,C
0001163177,1,C
0001163090,1,C
0001169170,1,C
0001180103,1,C
0001181215,1,C
0002505889,1,C
0002508705,1,C
0001119775,1,C
0001119549,1,C
0001120964,1,C
0001122162,1,C
0001126753,1,C
0001127357,1,C
0001127552,1,C
0001132895,1,C
0001133324,1,C
0001133662,1,C
0001134013,1,C
0001134021,1,C
0001134599,1,C
0001135903,1,C
0001137136,1,C
0001138003,1,C
0001138939,1,C
0001139399,1,C
0001140692,1,C
0001141127,1,C
0001141063,1,C
0001142334,1,C
0001142629,1,C
0001143782,1,C
0001145465,1,C
0001145009,1,C
0001145527,1,C
0001146628,1,C
0001147250,1,C
0001147956,1,C
0001148704,1,C
0001148850,1,C
0001150995,1,C
0001151337,1,C
0001151945,1,C
0001154334,1,C
0001153955,1,C
0001154840,1,C
0001155393,1,C
0001157335,1,C
0001158057,1,C
0001159319,1,C
0001159465,1,C
0001160454,1,C
0001160667,1,C
0001163010,1,C
0001164681,1,C
0001164901,1,C
0001168935,1,C
0001169291,1,C
0001179201,1,C
0001180871,1,C
0001180445,1,C
0002503749,1,C
0002503802,1,C
0002504429,1,C
0002504759,1,C
0002504791,1,C
0002505342,1,C
0002505421,1,C
0002505514,1,C
0002505537,1,C
0002505662,1,C
0002506684,1,C
0002506707,1,C
0002507554,1,C
0002507575,1,C
0002507637,1,C
0002507656,1,C
0002502403,1,C
0002502442,1,C
0002502574,1,C
0002502629,1,C
0002502788,1,C
0002500110,1,C
0002500323,1,C
0002500404,1,C
0002501063,1,C
0002501079,1,C
0002501491,1,C
0002501675,1,C
0002501787,1,C
0002502055,1,C
0002502060,1,C
0002504021,1,C
0002504515,1,C
0002504545,1,C
0002501986,1,C
0002502023,1,C
0002502410,1,C
0002502420,1,C
0002502959,1,C
0002503021,1,C
0002509058,1,C
0002500445,1,C
0002500975,1,C
0002501033,1,C
0002501283,1,C
0002501305,1,C
0002501526,1,C
0002501924,1,C
0002502507,1,C
0002502468,1,C
0002502811,1,C
0002502833,1,C
0002502981,1,C
0002503528,1,C
0002503664,1,C
0002787009,1,C
0002792091,1,C
0002798802,1,C
0002799073,1,C
0002799066,1,C
0001132434,1,C
0001135162,1,C
0001138127,1,C
0001139453,1,C
0001139487,1,C
0001139513,1,C
0001136657,1,C
0001143841,1,C
0001147957,1,C
0001148357,1,C
0001140316,1,C
0001147132,1,C
0001153267,1,C
0001156158,1,C
0001157571,1,C
0001155894,1,C
0001158613,1,C
0001159882,1,C
0001159942,1,C
0001159753,1,C
0001160702,1,C
0001160123,1,C
0001160837,1,C
0001163280,1,C
0001157053,1,C
0001163978,1,C
0001163234,1,C
0001164643,1,C
0001164674,1,C
0001165086,1,C
0001165942,1,C
0001167580,1,C
0001169891,1,C
0001170494,1,C
0001178338,1,C
0001166721,1,C
0002499663,1,C
0002783739,1,C
0002784042,1,C
0002785336,1,C
0002786658,1,C
0002787019,1,C
0002787036,1,C
0002788271,1,C
0002790844,1,C
0002791168,1,C
0002792587,1,C
0002794692,1,C
0002794530,1,C
0002796401,1,C
0001119380,1,C
0001120407,1,C
0001121416,1,C
0001122629,1,C
0001122037,1,C
0001122650,1,C
0001123818,1,C
0001123111,1,C
0001125056,1,C
0001132149,1,C
0001133712,1,C
0001136786,1,C
0001137390,1,C
0001137069,1,C
0001137353,1,C
0001135206,1,C
0001137778,1,C
0001136428,1,C
0001140386,1,C
0001143695,1,C
0001144789,1,C
0001145314,1,C
0001146112,1,C
0001147752,1,C
0001154078,1,C
0001156007,1,C
0001156274,1,C
0001155035,1,C
0001155548,1,C
0001155766,1,C
0001157155,1,C
0001156713,1,C
0001158197,1,C
0001158082,1,C
0001158814,1,C
0001159670,1,C
0001159975,1,C
0001159908,1,C
0001159129,1,C
0001160025,1,C
0001160008,1,C
0001159798,1,C
0001160073,1,C
0001159941,1,C
0001161015,1,C
0001161131,1,C
0001162606,1,C
0001163315,1,C
0001163339,1,C
0001163870,1,C
0001163838,1,C
0001163989,1,C
0001164677,1,C
0001165256,1,C
0001165342,1,C
0001165311,1,C
0001165946,1,C
0001166909,1,C
0001167479,1,C
0001169458,1,C
0001170785,1,C
0001179108,1,C
0001179939,1,C
0001181234,1,C
0001181840,1,C
0002509210,1,C
0002509234,1,C
0002509251,1,C
0002509252,1,C
0002509260,1,C
0002509384,1,C
0002509392,1,C
0002509408,1,C
0002509466,1,C
0002509507,1,C
0002509570,1,C
0002508778,1,C
0002508852,1,C
0002508868,1,C
0002508892,1,C
0002508922,1,C
0002508932,1,C
0002509109,1,C
0002508759,1,C
0002508793,1,C
0002508840,1,C
0002508869,1,C
0002508916,1,C
0002508972,1,C
0002509003,1,C
0002509075,1,C
0002509100,1,C
0002509158,1,C
0002509315,1,C
0002509362,1,C
0002509416,1,C
0002509463,1,C
0002509480,1,C
0002509587,1,C
0002509594,1,C
0002509653,1,C
0002509664,1,C
0002509691,1,C
0002509713,1,C
0002509733,1,C
0002509734,1,C
0002509747,1,C
0002509760,1,C
0002509785,1,C
0002509786,1,C
0002509791,1,C
0002509804,1,C
0002507820,1,C
0002507929,1,C
0002507971,1,C
0002508043,1,C
0002508059,1,C
0002508169,1,C
0002508226,1,C
0002508229,1,C
0002508311,1,C
0002508328,1,C
0002508330,1,C
0002507742,1,C
0002507750,1,C
0002507752,1,C
0002782635,1,C
0002790687,1,C
0002792526,1,C
0002784507,1,C
0002784463,1,C
0002791203,1,C
0002795127,1,C
0002796392,1,C
0002796981,1,C
0002797085,1,C
0002791708,1,C
0001121720,1,C
0001123729,1,C
0001125493,1,C
0001124887,1,C
0001126117,1,C
0002802795,1,C
0001169411,1,C
0001170490,1,C
0001167972,1,C
0001180547,1,C
0001178632,1,C
0001181199,1,C
0001181124,1,C
0001120828,1,C
0001121959,1,C
0001122798,1,C
0001122924,1,C
0001124635,1,C
0001125645,1,C
0001128004,1,C
0001128484,1,C
0001130695,1,C
0001131227,1,C
0001131131,1,C
0001133495,1,C
0001133439,1,C
0001136953,1,C
0001140710,1,C
0001142325,1,C
0001146005,1,C
0001146852,1,C
0001147256,1,C
0001150641,1,C
0001151775,1,C
0001152686,1,C
0001154882,1,C
0001157842,1,C
0001159179,1,C
0001163766,1,C
0001161202,1,C
0001167144,1,C
0001168325,1,C
0001169439,1,C
0001181908,1,C
0001181481,1,C
0001170629,1,C
0001178369,1,C
0002509106,1,C
0002503791,1,C
0002509115,1,C
0001119846,1,C
0001121843,1,C
0001124596,1,C
0001127689,1,C
0001129739,1,C
0001131089,1,C
0001134291,1,C
0001135851,1,C
0001136496,1,C
0001136001,1,C
0001136468,1,C
0001139031,1,C
0001143266,1,C
0001143309,1,C
0001144714,1,C
0001144578,1,C
0001145280,1,C
0001144678,1,C
0001145272,1,C
0001146409,1,C
0001147335,1,C
0001149420,1,C
0001150042,1,C
0001150481,1,C
0001152199,1,C
0001154213,1,C
0001154545,1,C
0001155036,1,C
0001156703,1,C
0001158041,1,C
0001156357,1,C
0001157492,1,C
0001157059,1,C
0001160298,1,C
0001160425,1,C
0001161557,1,C
0001163948,1,C
0001163483,1,C
0001165331,1,C
0001167589,1,C
0001178557,1,C
0001180271,1,C
0001180395,1,C
0002507183,1,C
0002509073,1,C
0001155367,1,C
0001147278,1,C
0001157334,1,C
0001148086,1,C
0001145426,1,C
0001151838,1,C
0001147514,1,C
0001153426,1,C
0001144946,1,C
0001157019,1,C
0001167489,1,C
0001148137,1,C
0001159855,1,C
0001160418,1,C
0001163342,1,C
0001156113,1,C
